TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
Bungalow house for rent in Basundhara,"Chhauni, Kathmandu",Rs. 85 Lac ,594 sq. ft,594 Sq. Feet,13 Feet,North-West,4.0,,,2074 B.S,,"['Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 5.2 Cr ,5.0 aana,,12-18 Feet,,2.5,6.0,6.0,,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 4.8 Cr ,5.0 aana,,13 Feet,,2.5,4.0,6.0,,,"['Drinking Water', 'Bathroom', 'Power Backup', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Dhumbarahi, Kathmandu",Rs. 6.9 Cr ,6.1 aana,,36 Feet,South-East,4.5,7.0,7.0,,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 16.5 Cr ,18.0 aana,,15 Feet,South-East,2.5,5.0,6.0,,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel', 'Modular Kitchen']"
Bungalow house for rent in Basundhara,"Nakhudole, Lalitpur",Rs. 2.9 Cr ,3.3 aana,,10/26 Feet,South,2.5,3.0,4.0,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Garden', 'Marbel']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.8 Cr ,5.2 aana,3400 Sq. Feet,13/18 Feet,,2.5,5.0,5.0,,,"['Drainage', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Koteshwor, Kathmandu",Rs. 4.5 Cr ,4.0 aana,0-3-2-0 Ropani-aana-Paisa-Daam,26 Feet,East,4.5,6.0,5.0,2065 B.S,,"['Marbel', 'Fridge', 'Sofa', 'CC Camera', 'Solar', 'Dining Room', 'Parquet', 'MiCrowave', 'Water Purifier', 'Bed Room', 'Washing Machine']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.8 Cr ,5.2 aana,,18 Feet,North-East,2.5,5.0,5.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 5.5 Cr ,8.2 aana,,13 Feet,North-East,2.5,4.0,4.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Garden']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.6 Cr ,2800 sq. ft,2800 Sq. Feet,20 Feet,North-West,2.5,6.0,6.0,,,"['Drinking Water', 'Drainage', 'Power Backup', 'Bathroom', 'Parking', 'Garden', 'Marbel']"
Bungalow house for rent in Basundhara,"Anamnagar, Kathmandu",Rs. 4.25 Cr ,3.3 aana,,11 Feet,South-West,3.5,6.0,5.0,2021 AD B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 3.35 Cr ,5.0 aana,,13 Feet,South,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant']"
Bungalow house for rent in Basundhara,"Phutung, Kathmandu",Rs. 2.6 Cr ,4.2 aana,2949.35 Sq. Feet,18 Feet,West,3.0,5.0,3.0,2078 B.S,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 2.95 Cr ,3.2 aana,,20 Feet,South-East,2.5,6.0,5.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Narayanthan , Kathmandu",Rs. 6.5 Cr ,17.0 aana,,12-18 Feet,,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Nakkhu, Lalitpur",Rs. 3.8 Cr ,5.1 aana,2500 Sq. Feet,10/15 Feet,West,2.5,4.0,4.0,,,"['Drainage', 'Bathroom', 'Parking', 'AirCon', 'Parquet', 'Marbel', 'Modular Kitchen']"
Bungalow house for rent in Basundhara,"Jhamsikhel, Lalitpur",Rs. 1 Lac/m,4.0 aana,,16/20 Feet,South-East,3.5,5.0,4.0,,,"['Drainage', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Aakasedhara, Kathmandu",Rs. 4.5 Cr ,5.0 aana,,20 Feet,,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Marbel']"
Bungalow house for rent in Basundhara,"Kusunti, Lalitpur",Rs. 2 Lac/m,13.0 aana,,13 Feet,North,3.0,6.0,7.0,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel', 'Parquet', 'Garden']"
Bungalow house for rent in Basundhara,"Gokarna, Kathmandu",Rs. 1.3 Cr ,3.1 aana,,12 Feet,East,1.0,2.0,1.0,2020 AD B.S,,"['Marbel', 'Earthquake Resistant', 'Drainage', 'Bathroom', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 7.5 Cr ,10.2 aana,2600 Sq. Feet,12-18 Feet,South-East,2.5,4.0,6.0,,,"['Garden', 'Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 1.55 Cr ,2.2 aana,,12 Feet,North,2.5,,,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']"
Bungalow house for rent in Basundhara,"Banasthali, Kathmandu",Rs. 7 Cr ,13.2 aana,,20 Feet,South-East,2.5,6.0,3.0,,,"['Bathroom', 'Drainage', 'Power Backup', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Baluwakhani, Kathmandu",Rs. 3.8 Cr ,5.0 aana,,13 Feet,West,3.0,7.0,4.0,,,"['Parquet', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Earthquake Resistant', 'Modular Kitchen']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.9 Cr ,4.0 aana,,13 Feet,,2.5,4.0,4.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel']"
Bungalow house for rent in Basundhara,"Mandikhatar, Kathmandu",Rs. 2.75 Cr ,3.2 aana,,32 Feet,,2.5,4.0,4.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Sunakothi, Lalitpur",Rs. 1.6 Cr ,6.0 aana,,20/6 Feet,East,1.0,2.0,1.0,,,"['Drainage', 'Bathroom', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Chhaling, Bhaktapur",Rs. 95 Lac ,4.0 aana,,16 Feet,North,1.0,2.0,1.0,,,"['Earthquake Resistant', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Sunakothi, Lalitpur",Rs. 1.25 Cr ,4.2 aana,,8 Feet,South-West,1.5,3.0,2.0,,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Panga, Kathmandu",Rs. 3.5 Cr ,5.2 aana,1100 Sq. Feet,12 Feet,South,3.5,14.0,4.0,2050 B.S,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Mandikhatar, Kathmandu",Rs. 7.5 Cr ,19.0 aana,,12-18 Feet,West,2.5,,,,,"['Garden', 'Drainage', 'Bathroom', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 8 Cr ,9.0 aana,,12-18 Feet,West,2.5,5.0,4.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel', 'Garden', 'Internet']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 1.6 Cr ,3.3 aana,,13 Feet,South,2.5,5.0,4.0,,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 3.6 Cr ,5.0 aana,,13/20 Feet,North,2.5,6.0,4.0,,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Earthquake Resistant']"
Bungalow house for rent in Basundhara,"Jyotinagar, Kathmandu",Rs. 2.25 Cr ,3.2 aana,,13 Feet,South,2.5,7.0,4.0,,,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.8 Cr ,5.1 aana,2500 Sq. Feet,12-18 Feet,South-East,2.5,4.0,3.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Bungalow house for rent in Basundhara,"Machhegaun , Kathmandu",Rs. 1.05 Cr ,3.1 aana,,13 Feet,,2.5,7.0,3.0,,,"['Bathroom', 'Earthquake Resistant', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Sundarbasti, Kathmandu",Rs. 2.75 Cr ,4.0 aana,,18 Feet,,2.5,6.0,4.0,,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Thulobharyang, Kathmandu",Rs. 2.5 Cr ,3.1 aana,,14 Feet,West,2.5,4.0,3.0,,,"['Drainage', 'Bathroom', 'Parking', 'Solar', 'Earthquake Resistant', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chyasal, Lalitpur",Rs. 2.25 Cr ,3.0 aana,980 Sq. Meter,13 Feet,West,3.0,7.0,4.0,2068 B.S,,"['Drainage', 'Internet', 'Bathroom']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 4.6 Cr ,3.3 aana,2152 Sq. Feet,12-18 Feet,South,2.5,4.0,5.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Marbel', 'Solar']"
Bungalow house for rent in Basundhara,"Kavresthali, Kathmandu",Rs. 1.85 Cr ,3.1 aana,2000 Sq. Feet,13 Feet,North,2.5,5.0,,,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.25 Cr ,3.1 aana,,16 Feet,South,2.5,5.0,4.0,,,"['Garden', 'Parking', 'Drainage', 'Power Backup', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 3.25 Cr ,4.0 aana,,14 Feet,South-East,2.5,6.0,5.0,,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 1.6 Cr ,3.1 aana,1900 Sq. Feet,20 Feet,East,3.0,,,,,"['Earthquake Resistant', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Lokanthali, Bhaktapur",Price on call,7.2 aana,985 Sq. Feet,10 Feet,South-East,3.0,,,2072 B.S,,"['Earthquake Resistant', 'Marbel', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Internet', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Naya Basti, Kathmandu",Rs. 2.5 Cr ,3.3 aana,2260 Sq. Feet,12 Feet,East,3.5,5.0,3.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Panipokhari, Kathmandu",Rs. 2.6 Lac/m,4.2 aana,,20 Feet,South,2.5,4.0,4.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Bungalow house for rent in Basundhara,"Kalanki, Kathmandu",Price on call,6.3 aana,,20 Feet,South,3.5,8.0,5.0,,,"['Solar', 'Garden', 'Parking', 'Internet', 'Drinking Water', 'Drainage', 'Marbel', 'Bathroom']"
Bungalow house for rent in Basundhara,"Taukhel, Lalitpur",Rs. 3.5 Cr ,4.2 aana,,10-16 Feet,West,2.0,5.0,5.0,2016 AD B.S,,"['Marbel', 'AirCon', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 2.65 Cr ,3.2 aana,,20 Feet,South-West,2.5,4.0,4.0,2060 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Gagangauda, Kaski",Rs. 2.35 Cr ,10.0 aana,0-4-0-0 Ropani-aana-Paisa-Daam,12-18 Feet,West,2.5,6.0,,2078 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 2.4 Cr ,3.3 aana,,12 Feet,West,2.5,6.0,5.0,2072 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.7 Cr ,4.0 aana,2800 Sq. Feet,16 Feet,North-West,2.5,6.0,5.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Garden']"
Bungalow house for rent in Basundhara,"New Road, Kathmandu",Rs. 25 Cr ,3.1 aana,,14-22 Feet,North-East,6.0,,,2078 B.S,,"['Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Balkot, Bhaktapur",Rs. 4.25 Cr ,6.0 aana,,10 Feet,South,3.5,4.0,4.0,2078 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Lazimpat, Kathmandu",Rs. 10 Lac/m,7.2 aana,12000 Sq. Feet,13/20 Feet,South-East,5.0,,,2074 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Lift', 'Power Backup', 'Solar', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Mulpani, Kathmandu",Rs. 3.15 Cr ,4.0 aana,,20 Feet,North,2.5,5.0,4.0,2072 B.S,,"['Earthquake Resistant', 'Parquet', 'Gym', 'Washing Machine', 'Bed Room', 'Modular Kitchen', 'Parking', 'Playground', 'Internet', 'Drinking Water', 'Bathroom']"
Bungalow house for rent in Basundhara,"Nakhudole, Lalitpur",Rs. 2.75 Cr ,4.0 aana,,10 Feet,South,2.5,3.0,4.0,2077 B.S,,"['Internet', 'Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur","Rs. 65,000 /m",5.2 aana,2100 Sq. Feet,20 Feet,,2.5,5.0,3.0,2068 B.S,,"['Garden', 'Internet', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Fridge', 'Marbel']"
Bungalow house for rent in Basundhara,"Kumarigal, Kathmandu","Rs. 85,000 /m",8.0 aana,,15 Feet,South,,,,2072 B.S,,"['Parking', 'Power Backup', 'Bathroom', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Butwal, Rupandehi",Price on call,0.5 kattha,,20 Feet,North,3.5,6.0,3.0,2018 AD B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Basundhara, Kathmandu",Rs. 4.75 Cr ,6.0 aana,,14 Feet,South,2.5,7.0,5.0,,,"['Parquet', 'Bathroom', 'Drainage', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara, undefined,Rs. 1.85 Cr ,3.3 aana,,13 Feet,East,2.5,6.0,4.0,2060 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Tikathali, Lalitpur",Rs. 1.9 Cr ,3.0 aana,,13 Feet,West,2.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Khumaltar, Lalitpur",Rs. 7 Cr ,2700 sq. ft,2700 Sq. Feet,14/16 Feet,South-West,2.5,4.0,5.0,2072 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Internet', 'Power Backup', 'Marbel']"
Bungalow house for rent in Basundhara,"Tikathali, Lalitpur",Rs. 1.85 Cr ,2.3 aana,,13 Feet,West,2.5,,,,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Kalikasthan, Kathmandu",Rs. 6 Cr ,4.0 aana,6000 Sq. Feet,15 Feet,North-West,5.5,8.0,8.0,2078 B.S,,"['Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sainbu, Lalitpur",Rs. 3.5 Cr ,3.2 aana,,15 Feet,South-East,3.0,4.0,5.0,2078 B.S,,"['Internet', 'Parking', 'Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parquet', 'Garden']"
Bungalow house for rent in Basundhara,"Putalisadak, Kathmandu",Rs. 15 Cr ,8.0 aana,,20 Feet,West,6.0,,,2074 B.S,,"['Parking', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 6.2 Cr ,10.2 aana,,15 Feet,East,2.5,5.0,5.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Solar']"
Bungalow house for rent in Basundhara,"Gothatar, Kathmandu",Price on call,4.2 aana,2950 Sq. Feet,13 Feet,East,3.0,6.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Modular Kitchen', 'Parking', 'Drainage', 'Bathroom', 'Water Purifier']"
Bungalow house for rent in Basundhara,"Bhairabchaur, Kathmandu",Rs. 1.5 Cr ,4.0 aana,,10/20 Feet,,2.5,,3.0,2068 B.S,,"['Drainage', 'Parking', 'Bathroom']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 2.5 Lac/m,36.0 aana,,12-18 Feet,South,2.5,4.0,3.0,2077 B.S,,"['Parquet', 'Marbel', 'Earthquake Resistant', 'Fridge', 'Sofa', 'Solar', 'Dining Room', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Garden']"
Bungalow house for rent in Basundhara,"Padma Colony, Kathmandu",Rs. 2 Cr ,5.0 aana,1026.75 Sq. Feet,8/10 Feet,North-East,3.0,3.0,2.0,,,"['Earthquake Resistant', 'Garden', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Dallu, Kathmandu",Rs. 7 Cr ,9.0 aana,,12 Feet,,4.5,,,,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Buddha Colony, Kathmandu",Rs. 3.6 Cr ,5.0 aana,,13 Feet,West,2.5,5.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 2 Lac/m,4.0 aana,,12-18 Feet,West,2.5,7.0,9.0,2060 B.S,,"['Bathroom', 'Drinking Water', 'Internet', 'Power Backup', 'Parking', 'Drainage', 'Marbel']"
Bungalow house for rent in Basundhara,"Bishalnagar, Kathmandu",Rs. 2 Lac/m,10.2 aana,,13 Feet,South,2.5,6.0,4.0,2078 B.S,,"['Parking', 'Internet', 'Power Backup', 'Bathroom', 'Drinking Water', 'Drainage', 'Marbel']"
Bungalow house for rent in Basundhara,"Chundevi, Kathmandu",Rs. 3 Lac/m,24.0 aana,,18 Feet,North,2.5,4.0,3.0,2072 B.S,,"['Parking', 'Power Backup', 'Drinking Water', 'Internet', 'Garden', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Mahadevtar, Kathmandu",Rs. 4.65 Cr ,10.2 aana,3500 Sq. Feet,20 Feet,South,2.5,6.0,5.0,,,"['Earthquake Resistant', 'Marbel', 'Sofa', 'Solar', 'Dining Room', 'MiCrowave', 'Garden', 'Iron', 'Bed Room', 'Washing Machine', 'Parking']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 2.75 Lac/m,,,22 Feet,,3.5,,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 6.9 Cr ,16.0 aana,,13 Feet,North-East,2.5,5.0,5.0,2078 B.S,,"['Marbel', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 3.4 Cr ,5.0 aana,,13 Feet,South-West,2.5,3.0,5.0,2074 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Gahana Pokhari, Kathmandu",Rs. 4 Lac/m,226.0 aana,5650 Sq. Feet,16 Feet,,2.5,19.0,13.0,2078 B.S,,"['Earthquake Resistant', 'Internet', 'Garden', 'Power Backup', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Mandikhatar, Kathmandu",Rs. 3.5 Cr ,4.2 aana,,13 Feet,,3.5,,,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel']"
Bungalow house for rent in Basundhara,"Dhungedhara, Kathmandu",Rs. 6.5 Cr ,9.2 aana,,20 Feet,East,2.5,4.0,5.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Power Backup', 'Parquet', 'Solar']"
Bungalow house for rent in Basundhara,"Thapagaun, Kathmandu",Rs. 65 Lac/aana,16.0 aana,,12 Feet,South,2.5,5.0,3.0,2077 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 3.75 Cr ,4.2 aana,,12 Feet,,2.5,6.0,3.0,2060 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking', 'Marbel', 'Garden', 'Internet', 'Drinking Water', 'Power Backup']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 1.25 Cr ,3.0 aana,,13 Feet,,2.0,4.0,,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Playground']"
Bungalow house for rent in Basundhara,"Minbhawan, Kathmandu",Rs. 1.2 Lac/m,7.1 aana,,14 Feet,West,2.5,6.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Gaushala, Kathmandu",Rs. 6.2 Cr ,7.2 aana,,12-14 Feet,,3.0,,,,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Mahadevtar, Kathmandu",Rs. 4.65 Cr ,10.1 aana,,20 Feet,South,2.5,6.0,3.0,2078 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage', 'Marbel']"
Bungalow house for rent in Basundhara,"Maharajgunj, Kathmandu",Rs. 4.1 Cr ,5.0 aana,,12 Feet,West,4.5,12.0,4.0,2078 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 3.4 Cr ,3.2 aana,,13 Feet,East,3.5,8.0,4.0,2074 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Marbel']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 2.85 Cr ,4.2 aana,,13 Feet,South-East,2.5,5.0,5.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu",Rs. 1.85 Cr ,4.0 aana,,13 Feet,West,2.5,5.0,3.0,2077 B.S,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 2.7 Lac/m,21.0 aana,3100 Sq. Feet,13 Feet,South,2.5,6.0,5.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel', 'Solar']"
Bungalow house for rent in Basundhara,"Mid Baneshwor, Kathmandu",Rs. 10 Cr ,16.0 aana,,12 Feet,,2.5,3.0,2.0,2077 B.S,,"['Garden', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Teku, Kathmandu",Rs. 7.75 Cr ,8.1 aana,,10 Feet,East,3.5,7.0,4.0,2059 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Solar', 'Parking', 'Reserve Tank', 'Water Well']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 6 Cr ,,,12-18 Feet,,4.5,,,2078 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel']"
Bungalow house for rent in Basundhara,"Hattigaunda, Kathmandu",Rs. 34 Lac/aana,11.0 aana,,16 Feet,North-East,2.0,4.0,,2074 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Bhutkhel , Kathmandu",Rs. 2.67 Cr ,4.0 aana,,20 Feet,,3.0,7.0,3.0,2060 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Solar', 'Marbel']"
Bungalow house for rent in Basundhara,"Khadka Gaun, Kathmandu",Rs. 2.19 Cr ,3.0 aana,,13 Feet,South-East,2.5,5.0,3.0,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet']"
Bungalow house for rent in Basundhara,"Syuchatar, Kathmandu",Rs. 2.25 Cr ,3.0 aana,,13 Feet,East,2.5,6.0,3.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Goldhunga, Kathmandu",Rs. 1.3 Cr ,3.0 aana,,16 Feet,South,1.0,2.0,1.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Bouddha, Kathmandu",Rs. 2.95 Cr ,4.0 aana,,18 Feet,East,2.5,6.0,4.0,,,"['Parquet', 'Marbel', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Sano thimi, Bhaktapur",Rs. 2.15 Cr ,3.2 aana,1883 Sq. Feet,12/20 Feet,North-West,3.5,5.0,3.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Dhumbarahi, Kathmandu",Rs. 9.5 Cr ,10.0 aana,,13/22 Feet,North-West,2.5,4.0,4.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Buddhanagar, Kathmandu",Rs. 1.28 Lac/m,7.0 aana,,20 Feet,South,3.5,4.0,3.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Satungal, Kathmandu",Rs. 1.85 Cr ,3.2 aana,,13 Feet,West,2.5,6.0,4.0,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet']"
Bungalow house for rent in Basundhara,"Gurjudhara, Kathmandu",Rs. 1.65 Cr ,,,13 Feet,West,2.5,5.0,3.0,,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']"
